id,brand,name,category,image,price,rating,skin_type,acne,pigmentation,oiliness,dryness,dark_circles,ingredients,description
355,Cetaphil,Daily Facial Cleanser,Cream,daily_facial_cleanser.jpg,2151,4.1,Sensitive,1,0,1,1,1,Salicylic Acid,Recommended by GlowSense AI
356,Dot & Key,Cica Gel,Serum,cica_gel.jpg,2259,4.2,Dry,1,1,1,0,0,Salicylic Acid,Recommended by GlowSense AI
357,Dot & Key,Cica Gel,Serum,cica_gel.jpg,1485,4.8,Oily,0,0,0,0,0,Vitamin C,Recommended by GlowSense AI
358,CeraVe,Hydrating Cleanser,Sunscreen,hydrating_cleanser.jpg,1350,4.6,Sensitive,1,1,0,0,0,Vitamin C,Recommended by GlowSense AI
359,La Roche-Posay,Effaclar Cleanser,Serum,effaclar_cleanser.jpg,617,4.1,Sensitive,0,0,0,0,0,Snail Mucin,Recommended by GlowSense AI
360,Dot & Key,Cica Gel,Cream,cica_gel.jpg,2225,4.7,Dry,1,1,1,0,0,Vitamin C,Recommended by GlowSense AI
361,Dot & Key,Watermelon Sunscreen,Moisturizer,watermelon_sunscreen.jpg,1058,4.6,Combination,1,0,1,0,1,Hyaluronic Acid,Recommended by GlowSense AI
362,Dot & Key,Barrier Repair Cream,Moisturizer,barrier_repair_cream.jpg,1651,4.8,Sensitive,0,1,0,0,1,Salicylic Acid,Recommended by GlowSense AI
363,The Ordinary,Azelaic Acid,Moisturizer,azelaic_acid.jpg,2059,4.2,Combination,1,1,0,1,0,Salicylic Acid,Recommended by GlowSense AI
364,La Roche-Posay,Anthelios SPF50,Treatment,anthelios_spf50.jpg,820,4.2,Dry,0,0,0,0,1,Niacinamide,Recommended by GlowSense AI
365,Cetaphil,Moisturizing Cream,Moisturizer,moisturizing_cream.jpg,2584,5.0,Combination,0,1,1,1,0,Snail Mucin,Recommended by GlowSense AI
366,Dot & Key,Cica Gel,Moisturizer,cica_gel.jpg,1764,4.0,Oily,0,0,1,1,1,Centella,Recommended by GlowSense AI
367,Dot & Key,Barrier Repair Cream,Cream,barrier_repair_cream.jpg,1661,4.2,All,1,0,1,0,0,Salicylic Acid,Recommended by GlowSense AI
368,Dot & Key,Barrier Repair Cream,Cleanser,barrier_repair_cream.jpg,2992,4.0,Sensitive,1,1,0,0,0,Snail Mucin,Recommended by GlowSense AI
369,Cetaphil,Bright Healthy Radiance,Sunscreen,bright_healthy_radiance.jpg,2104,4.9,All,0,1,1,1,1,Ceramides,Recommended by GlowSense AI
370,La Roche-Posay,Anthelios SPF50,Cream,anthelios_spf50.jpg,2889,4.6,Sensitive,1,0,0,0,1,Centella,Recommended by GlowSense AI
371,Dot & Key,Cica Gel,Cleanser,cica_gel.jpg,2909,4.9,Oily,0,0,1,1,1,Salicylic Acid,Recommended by GlowSense AI
372,Dot & Key,Cica Gel,Cream,cica_gel.jpg,2129,5.0,All,1,1,0,1,0,Vitamin C,Recommended by GlowSense AI
373,Minimalist,Tranexamic Acid,Cream,tranexamic_acid.jpg,1170,4.3,Dry,1,0,1,0,1,Ceramides,Recommended by GlowSense AI
374,Neutrogena,Hydro Boost,Cream,hydro_boost.jpg,2587,5.0,All,1,0,0,1,0,Ceramides,Recommended by GlowSense AI
375,Neutrogena,Hydro Boost,Cream,hydro_boost.jpg,1645,4.8,Sensitive,0,1,0,1,0,Hyaluronic Acid,Recommended by GlowSense AI
376,CeraVe,PM Moisturizer,Treatment,pm_moisturizer.jpg,2713,4.9,Combination,1,0,0,1,1,Centella,Recommended by GlowSense AI
377,COSRX,BHA Blackhead Power,Cream,bha_blackhead_power.jpg,2135,4.2,All,1,0,0,0,0,Retinol,Recommended by GlowSense AI
378,COSRX,Low pH Cleanser,Treatment,low_ph_cleanser.jpg,1558,4.9,Combination,1,1,0,0,0,Ceramides,Recommended by GlowSense AI
379,La Roche-Posay,Anthelios SPF50,Sunscreen,anthelios_spf50.jpg,1187,4.8,Sensitive,1,1,0,1,0,Ceramides,Recommended by GlowSense AI
380,Dot & Key,Barrier Repair Cream,Serum,barrier_repair_cream.jpg,1306,4.8,Combination,1,1,1,1,1,Centella,Recommended by GlowSense AI
381,La Roche-Posay,Anthelios SPF50,Serum,anthelios_spf50.jpg,2690,4.6,Sensitive,1,0,1,0,1,Snail Mucin,Recommended by GlowSense AI
382,CeraVe,Moisturizing Cream,Cleanser,moisturizing_cream.jpg,1440,4.8,Combination,1,0,0,1,0,Hyaluronic Acid,Recommended by GlowSense AI
383,CeraVe,Moisturizing Cream,Moisturizer,moisturizing_cream.jpg,927,4.1,All,0,0,1,1,0,Snail Mucin,Recommended by GlowSense AI
384,Cetaphil,Moisturizing Lotion,Serum,moisturizing_lotion.jpg,2411,4.2,Oily,0,0,1,0,1,Niacinamide,Recommended by GlowSense AI
385,Neutrogena,Ultra Sheer SPF50,Cleanser,ultra_sheer_spf50.jpg,642,4.2,Oily,0,0,0,0,0,Salicylic Acid,Recommended by GlowSense AI
386,COSRX,Low pH Cleanser,Treatment,low_ph_cleanser.jpg,856,4.0,Dry,0,0,0,0,1,Retinol,Recommended by GlowSense AI
387,Neutrogena,Hydro Boost,Cream,hydro_boost.jpg,533,4.8,Oily,1,0,0,1,0,Niacinamide,Recommended by GlowSense AI
388,Dot & Key,Barrier Repair Cream,Moisturizer,barrier_repair_cream.jpg,2801,4.3,Dry,1,1,0,1,1,Centella,Recommended by GlowSense AI
389,La Roche-Posay,Anthelios SPF50,Cleanser,anthelios_spf50.jpg,2220,4.0,Sensitive,0,0,0,0,0,Hyaluronic Acid,Recommended by GlowSense AI
390,The Ordinary,Vitamin C,Serum,vitamin_c.jpg,2517,4.4,All,0,1,1,0,0,Niacinamide,Recommended by GlowSense AI
391,La Roche-Posay,Effaclar Duo,Cream,effaclar_duo.jpg,479,4.9,Dry,0,0,1,1,0,Niacinamide,Recommended by GlowSense AI
392,Dot & Key,Watermelon Sunscreen,Cream,watermelon_sunscreen.jpg,851,4.2,Dry,0,0,0,1,1,Snail Mucin,Recommended by GlowSense AI
393,Dot & Key,Vitamin C Serum,Treatment,vitamin_c_serum.jpg,2978,4.4,All,1,1,1,1,1,Retinol,Recommended by GlowSense AI
394,COSRX,BHA Blackhead Power,Moisturizer,bha_blackhead_power.jpg,1559,4.9,Dry,1,1,1,1,0,Centella,Recommended by GlowSense AI
395,La Roche-Posay,Effaclar Cleanser,Sunscreen,effaclar_cleanser.jpg,2529,4.9,Combination,1,0,1,0,0,Snail Mucin,Recommended by GlowSense AI
396,Cetaphil,Gentle Skin Cleanser,Cleanser,gentle_skin_cleanser.jpg,1598,4.4,Oily,0,1,0,0,1,Retinol,Recommended by GlowSense AI
397,COSRX,AHA Whitehead Power,Cream,aha_whitehead_power.jpg,2582,4.4,All,1,0,1,1,0,Salicylic Acid,Recommended by GlowSense AI
398,The Ordinary,Azelaic Acid,Cream,azelaic_acid.jpg,1686,5.0,All,1,0,1,1,1,Centella,Recommended by GlowSense AI
399,Dot & Key,Vitamin C Serum,Moisturizer,vitamin_c_serum.jpg,1081,4.6,Sensitive,1,1,1,0,1,Hyaluronic Acid,Recommended by GlowSense AI
400,Dot & Key,Barrier Repair Cream,Serum,barrier_repair_cream.jpg,1800,4.9,Oily,1,0,0,0,1,Niacinamide,Recommended by GlowSense AI
401,Minimalist,Retinol,Moisturizer,retinol.jpg,1505,4.6,Combination,1,1,1,0,1,Hyaluronic Acid,Recommended by GlowSense AI
402,Cetaphil,Bright Healthy Radiance,Sunscreen,bright_healthy_radiance.jpg,1531,4.3,All,0,1,0,1,1,Vitamin C,Recommended by GlowSense AI
403,La Roche-Posay,Effaclar Duo,Cream,effaclar_duo.jpg,947,4.8,All,0,0,0,1,1,Hyaluronic Acid,Recommended by GlowSense AI
404,COSRX,AHA Whitehead Power,Treatment,aha_whitehead_power.jpg,1976,4.8,Combination,0,0,1,0,0,Centella,Recommended by GlowSense AI
405,Neutrogena,Ultra Sheer SPF50,Serum,ultra_sheer_spf50.jpg,971,4.9,Dry,1,1,0,0,0,Niacinamide,Recommended by GlowSense AI
406,Neutrogena,Oil Free Acne Wash,Cream,oil_free_acne_wash.jpg,850,4.5,Sensitive,0,0,0,1,1,Niacinamide,Recommended by GlowSense AI
407,Minimalist,Salicylic Acid,Serum,salicylic_acid.jpg,2520,4.8,Oily,0,0,1,0,1,Retinol,Recommended by GlowSense AI
408,CeraVe,Foaming Cleanser,Cleanser,foaming_cleanser.jpg,1423,5.0,Sensitive,1,0,0,0,0,Vitamin C,Recommended by GlowSense AI
409,La Roche-Posay,Effaclar Duo,Moisturizer,effaclar_duo.jpg,2690,4.5,Sensitive,0,1,1,0,0,Vitamin C,Recommended by GlowSense AI
410,Cetaphil,Gentle Skin Cleanser,Sunscreen,gentle_skin_cleanser.jpg,2523,4.6,Sensitive,1,0,0,0,0,Ceramides,Recommended by GlowSense AI
411,CeraVe,SA Cleanser,Treatment,sa_cleanser.jpg,890,4.4,Oily,0,0,0,0,0,Niacinamide,Recommended by GlowSense AI
412,CeraVe,AM Moisturizer,Serum,am_moisturizer.jpg,1869,4.3,Combination,1,0,0,0,0,Ceramides,Recommended by GlowSense AI
413,La Roche-Posay,Toleriane Cleanser,Moisturizer,toleriane_cleanser.jpg,1045,4.3,Oily,1,0,0,1,0,Retinol,Recommended by GlowSense AI
414,CeraVe,Moisturizing Cream,Moisturizer,moisturizing_cream.jpg,1288,4.5,Oily,1,1,1,1,0,Hyaluronic Acid,Recommended by GlowSense AI
415,Neutrogena,Oil Free Acne Wash,Serum,oil_free_acne_wash.jpg,2024,4.6,Dry,1,1,0,0,1,Ceramides,Recommended by GlowSense AI
416,La Roche-Posay,Anthelios SPF50,Cleanser,anthelios_spf50.jpg,2419,4.6,All,1,0,0,0,1,Ceramides,Recommended by GlowSense AI
417,CeraVe,Moisturizing Cream,Moisturizer,moisturizing_cream.jpg,1286,4.2,Sensitive,0,0,1,1,0,Hyaluronic Acid,Recommended by GlowSense AI
418,Cetaphil,Gentle Skin Cleanser,Treatment,gentle_skin_cleanser.jpg,2476,4.2,Sensitive,0,0,0,1,1,Salicylic Acid,Recommended by GlowSense AI
419,The Ordinary,Vitamin C,Treatment,vitamin_c.jpg,2127,4.4,Sensitive,0,1,0,0,0,Niacinamide,Recommended by GlowSense AI
420,Dot & Key,Barrier Repair Cream,Serum,barrier_repair_cream.jpg,2890,4.2,Combination,1,1,0,1,1,Vitamin C,Recommended by GlowSense AI
421,CeraVe,SA Cleanser,Serum,sa_cleanser.jpg,604,5.0,Dry,0,0,1,0,1,Ceramides,Recommended by GlowSense AI
422,Cetaphil,Daily Facial Cleanser,Cleanser,daily_facial_cleanser.jpg,2619,4.2,Oily,0,0,0,0,0,Snail Mucin,Recommended by GlowSense AI
423,COSRX,Low pH Cleanser,Serum,low_ph_cleanser.jpg,1577,4.7,Combination,1,1,0,0,0,Niacinamide,Recommended by GlowSense AI
424,La Roche-Posay,Effaclar Duo,Serum,effaclar_duo.jpg,999,4.3,All,1,0,0,1,0,Salicylic Acid,Recommended by GlowSense AI
425,COSRX,BHA Blackhead Power,Treatment,bha_blackhead_power.jpg,2340,4.6,All,1,0,1,1,0,Hyaluronic Acid,Recommended by GlowSense AI
426,The Ordinary,Vitamin C,Sunscreen,vitamin_c.jpg,2461,4.8,Sensitive,1,1,0,0,1,Salicylic Acid,Recommended by GlowSense AI
427,COSRX,BHA Blackhead Power,Sunscreen,bha_blackhead_power.jpg,836,4.7,Oily,0,1,1,0,1,Centella,Recommended by GlowSense AI
428,Cetaphil,Moisturizing Cream,Moisturizer,moisturizing_cream.jpg,1959,4.7,Combination,0,0,1,0,1,Snail Mucin,Recommended by GlowSense AI
429,COSRX,Low pH Cleanser,Sunscreen,low_ph_cleanser.jpg,1176,4.9,All,1,1,1,0,0,Vitamin C,Recommended by GlowSense AI
430,Neutrogena,Ultra Sheer SPF50,Cream,ultra_sheer_spf50.jpg,769,4.4,All,0,1,1,0,0,Hyaluronic Acid,Recommended by GlowSense AI
431,The Ordinary,Azelaic Acid,Treatment,azelaic_acid.jpg,749,4.4,All,1,0,1,1,1,Niacinamide,Recommended by GlowSense AI
432,La Roche-Posay,Anthelios SPF50,Treatment,anthelios_spf50.jpg,2052,4.4,Dry,1,0,0,0,1,Niacinamide,Recommended by GlowSense AI
433,COSRX,BHA Blackhead Power,Treatment,bha_blackhead_power.jpg,1848,4.4,Oily,0,1,1,1,1,Ceramides,Recommended by GlowSense AI
434,Neutrogena,Ultra Sheer SPF50,Treatment,ultra_sheer_spf50.jpg,1339,4.6,All,0,0,0,1,0,Centella,Recommended by GlowSense AI
435,Dot & Key,Cica Gel,Cleanser,cica_gel.jpg,2755,4.7,Combination,0,0,0,1,0,Retinol,Recommended by GlowSense AI
436,Neutrogena,Ultra Sheer SPF50,Cleanser,ultra_sheer_spf50.jpg,1066,4.1,Combination,0,0,0,1,0,Snail Mucin,Recommended by GlowSense AI
437,Dot & Key,Vitamin C Serum,Cleanser,vitamin_c_serum.jpg,2851,4.2,Oily,0,0,0,1,0,Niacinamide,Recommended by GlowSense AI
438,CeraVe,SA Cleanser,Cream,sa_cleanser.jpg,1095,4.5,Dry,0,0,1,1,0,Hyaluronic Acid,Recommended by GlowSense AI
439,Cetaphil,Daily Facial Cleanser,Treatment,daily_facial_cleanser.jpg,660,4.1,Oily,0,1,0,0,0,Snail Mucin,Recommended by GlowSense AI
440,Dot & Key,Barrier Repair Cream,Cream,barrier_repair_cream.jpg,2082,4.2,Dry,1,0,1,0,0,Hyaluronic Acid,Recommended by GlowSense AI
441,The Ordinary,Vitamin C,Moisturizer,vitamin_c.jpg,1920,4.8,All,1,0,0,1,0,Salicylic Acid,Recommended by GlowSense AI
442,La Roche-Posay,Anthelios SPF50,Serum,anthelios_spf50.jpg,1288,4.2,Oily,1,1,0,1,1,Ceramides,Recommended by GlowSense AI
443,CeraVe,Hydrating Cleanser,Serum,hydrating_cleanser.jpg,2103,4.2,Combination,0,1,1,1,1,Centella,Recommended by GlowSense AI
444,Dot & Key,Watermelon Sunscreen,Cream,watermelon_sunscreen.jpg,1033,4.8,All,1,1,0,0,0,Hyaluronic Acid,Recommended by GlowSense AI
445,The Ordinary,Niacinamide 10%,Cleanser,niacinamide_10.jpg,496,4.6,Sensitive,0,1,0,0,1,Vitamin C,Recommended by GlowSense AI
446,Dot & Key,Vitamin C Serum,Moisturizer,vitamin_c_serum.jpg,2824,4.2,Sensitive,0,0,1,0,1,Snail Mucin,Recommended by GlowSense AI
447,Dot & Key,Barrier Repair Cream,Sunscreen,barrier_repair_cream.jpg,1397,4.9,Combination,0,1,0,1,0,Centella,Recommended by GlowSense AI
448,Minimalist,Niacinamide 10%,Moisturizer,niacinamide_10.jpg,1839,4.1,Dry,1,0,0,1,0,Retinol,Recommended by GlowSense AI
449,Neutrogena,Oil Free Acne Wash,Serum,oil_free_acne_wash.jpg,2540,4.6,Dry,0,1,0,0,1,Vitamin C,Recommended by GlowSense AI
450,La Roche-Posay,Effaclar Cleanser,Cleanser,effaclar_cleanser.jpg,2146,4.7,Sensitive,1,1,0,1,1,Niacinamide,Recommended by GlowSense AI
451,La Roche-Posay,Effaclar Cleanser,Cream,effaclar_cleanser.jpg,774,4.9,Dry,0,0,0,1,0,Vitamin C,Recommended by GlowSense AI
452,Minimalist,Salicylic Acid,Moisturizer,salicylic_acid.jpg,539,4.3,All,0,0,0,1,0,Hyaluronic Acid,Recommended by GlowSense AI
453,CeraVe,SA Cleanser,Cream,sa_cleanser.jpg,1126,4.3,Dry,1,0,1,0,1,Hyaluronic Acid,Recommended by GlowSense AI
454,COSRX,BHA Blackhead Power,Cream,bha_blackhead_power.jpg,1871,4.4,Sensitive,1,1,0,0,1,Ceramides,Recommended by GlowSense AI
455,COSRX,Snail Mucin,Cream,snail_mucin.jpg,1965,4.1,Oily,1,1,1,0,0,Niacinamide,Recommended by GlowSense AI
456,Neutrogena,Oil Free Acne Wash,Cleanser,oil_free_acne_wash.jpg,909,4.4,Sensitive,0,1,1,1,1,Retinol,Recommended by GlowSense AI
457,Cetaphil,Gentle Skin Cleanser,Moisturizer,gentle_skin_cleanser.jpg,1995,4.3,All,0,0,0,1,0,Hyaluronic Acid,Recommended by GlowSense AI
458,Minimalist,Niacinamide 10%,Cleanser,niacinamide_10.jpg,2316,4.8,Combination,0,1,1,0,0,Hyaluronic Acid,Recommended by GlowSense AI
459,The Ordinary,Retinol,Cream,retinol.jpg,2184,4.7,Sensitive,0,1,1,1,1,Hyaluronic Acid,Recommended by GlowSense AI
460,La Roche-Posay,Effaclar Duo,Serum,effaclar_duo.jpg,2805,4.7,Dry,0,1,1,1,1,Retinol,Recommended by GlowSense AI
461,Minimalist,Vitamin C Serum,Serum,vitamin_c_serum.jpg,1951,4.4,Sensitive,1,0,1,1,0,Niacinamide,Recommended by GlowSense AI
462,The Ordinary,Azelaic Acid,Moisturizer,azelaic_acid.jpg,771,4.5,Dry,0,1,0,0,0,Centella,Recommended by GlowSense AI
463,The Ordinary,Buffet Serum,Moisturizer,buffet_serum.jpg,1947,4.2,Oily,1,0,1,1,0,Salicylic Acid,Recommended by GlowSense AI
464,The Ordinary,Azelaic Acid,Cream,azelaic_acid.jpg,1417,4.8,Oily,0,1,0,1,1,Salicylic Acid,Recommended by GlowSense AI
465,Minimalist,Vitamin C Serum,Treatment,vitamin_c_serum.jpg,1200,4.3,Dry,1,0,0,0,1,Vitamin C,Recommended by GlowSense AI
466,CeraVe,PM Moisturizer,Cream,pm_moisturizer.jpg,2586,4.7,All,1,0,1,1,1,Centella,Recommended by GlowSense AI
467,Minimalist,Alpha Arbutin,Serum,alpha_arbutin.jpg,1809,4.1,Dry,0,0,1,1,0,Snail Mucin,Recommended by GlowSense AI
468,Dot & Key,Cica Gel,Treatment,cica_gel.jpg,2968,4.7,Oily,1,1,0,1,1,Snail Mucin,Recommended by GlowSense AI
469,Neutrogena,Hydro Boost,Sunscreen,hydro_boost.jpg,2167,4.7,Combination,1,0,1,1,1,Salicylic Acid,Recommended by GlowSense AI
470,CeraVe,SA Cleanser,Cream,sa_cleanser.jpg,647,4.5,Oily,0,0,0,0,1,Hyaluronic Acid,Recommended by GlowSense AI
471,COSRX,BHA Blackhead Power,Cleanser,bha_blackhead_power.jpg,2484,4.2,Dry,0,0,0,1,1,Hyaluronic Acid,Recommended by GlowSense AI
472,The Ordinary,Niacinamide 10%,Moisturizer,niacinamide_10.jpg,421,4.6,Combination,1,0,1,1,1,Ceramides,Recommended by GlowSense AI
473,Minimalist,Vitamin C Serum,Cream,vitamin_c_serum.jpg,2803,4.2,Dry,1,1,0,0,0,Hyaluronic Acid,Recommended by GlowSense AI
474,Dot & Key,Vitamin C Serum,Serum,vitamin_c_serum.jpg,1678,4.4,Dry,1,1,0,1,1,Snail Mucin,Recommended by GlowSense AI
475,COSRX,Snail Mucin,Serum,snail_mucin.jpg,2330,4.9,All,0,1,1,0,0,Salicylic Acid,Recommended by GlowSense AI
476,The Ordinary,Retinol,Serum,retinol.jpg,1096,4.2,All,1,1,0,1,0,Vitamin C,Recommended by GlowSense AI
477,La Roche-Posay,Effaclar Cleanser,Moisturizer,effaclar_cleanser.jpg,1376,4.2,Combination,1,1,1,0,0,Niacinamide,Recommended by GlowSense AI
478,Cetaphil,Gentle Skin Cleanser,Treatment,gentle_skin_cleanser.jpg,2965,4.7,Oily,0,1,1,0,1,Salicylic Acid,Recommended by GlowSense AI
479,Minimalist,Alpha Arbutin,Cream,alpha_arbutin.jpg,718,4.9,Dry,0,1,1,0,1,Retinol,Recommended by GlowSense AI
480,COSRX,Low pH Cleanser,Treatment,low_ph_cleanser.jpg,754,4.1,All,1,1,0,0,0,Salicylic Acid,Recommended by GlowSense AI
481,Minimalist,Salicylic Acid,Cleanser,salicylic_acid.jpg,2554,4.8,Combination,0,1,1,0,1,Hyaluronic Acid,Recommended by GlowSense AI
482,COSRX,AHA Whitehead Power,Cleanser,aha_whitehead_power.jpg,1118,4.2,Oily,0,0,1,1,0,Retinol,Recommended by GlowSense AI
483,Cetaphil,Bright Healthy Radiance,Cleanser,bright_healthy_radiance.jpg,459,4.2,Sensitive,0,0,0,1,0,Vitamin C,Recommended by GlowSense AI
484,La Roche-Posay,Effaclar Cleanser,Serum,effaclar_cleanser.jpg,2042,5.0,Oily,0,0,1,1,1,Ceramides,Recommended by GlowSense AI
485,The Ordinary,Retinol,Treatment,retinol.jpg,2485,4.7,All,1,1,0,0,1,Ceramides,Recommended by GlowSense AI
486,Cetaphil,Daily Facial Cleanser,Treatment,daily_facial_cleanser.jpg,1962,4.6,Oily,0,0,1,1,1,Salicylic Acid,Recommended by GlowSense AI
487,The Ordinary,Retinol,Sunscreen,retinol.jpg,546,4.1,Oily,0,1,1,1,0,Vitamin C,Recommended by GlowSense AI
488,Minimalist,Niacinamide 10%,Cleanser,niacinamide_10.jpg,2596,5.0,Oily,1,1,1,1,1,Hyaluronic Acid,Recommended by GlowSense AI
489,The Ordinary,Retinol,Cream,retinol.jpg,1787,4.4,All,0,0,1,0,0,Snail Mucin,Recommended by GlowSense AI
490,Dot & Key,Watermelon Sunscreen,Serum,watermelon_sunscreen.jpg,2744,4.9,Oily,1,1,0,1,1,Ceramides,Recommended by GlowSense AI
491,Dot & Key,Vitamin C Serum,Treatment,vitamin_c_serum.jpg,2800,4.8,Combination,0,1,0,0,1,Niacinamide,Recommended by GlowSense AI
492,CeraVe,Foaming Cleanser,Treatment,foaming_cleanser.jpg,1814,4.0,Dry,1,0,0,1,0,Retinol,Recommended by GlowSense AI
493,Minimalist,Niacinamide 10%,Serum,niacinamide_10.jpg,1584,4.7,Dry,1,0,1,0,0,Hyaluronic Acid,Recommended by GlowSense AI
494,Cetaphil,Daily Facial Cleanser,Treatment,daily_facial_cleanser.jpg,1091,4.4,Oily,0,1,1,0,0,Niacinamide,Recommended by GlowSense AI
495,Dot & Key,Barrier Repair Cream,Sunscreen,barrier_repair_cream.jpg,1967,4.2,All,0,0,1,1,0,Centella,Recommended by GlowSense AI
496,Cetaphil,Gentle Skin Cleanser,Cream,gentle_skin_cleanser.jpg,378,4.7,Sensitive,1,1,0,1,0,Ceramides,Recommended by GlowSense AI
497,CeraVe,AM Moisturizer,Cleanser,am_moisturizer.jpg,2295,4.3,Dry,1,0,1,0,1,Niacinamide,Recommended by GlowSense AI
498,Minimalist,Retinol,Moisturizer,retinol.jpg,1384,4.4,Combination,0,0,1,1,1,Vitamin C,Recommended by GlowSense AI
499,The Ordinary,Azelaic Acid,Moisturizer,azelaic_acid.jpg,2118,4.9,Dry,1,1,1,1,1,Ceramides,Recommended by GlowSense AI
500,Cetaphil,Gentle Skin Cleanser,Cleanser,gentle_skin_cleanser.jpg,1962,4.4,Sensitive,1,0,0,0,0,Centella,Recommended by GlowSense AI
